eta,phi,E/Ei
-4.1,-0.78,0.0100025
-4.1,-0.76,0.0100026
-4.1,-0.74,0.0100027
-4.1,-0.72,0.0100028
-4.1,-0.7,0.0100028
-4.1,-0.68,0.0100029
-4.1,-0.66,0.010003
-4.1,-0.64,0.010003
-4.1,-0.62,0.0100031
-4.1,-0.6,0.0100032
-4.1,-0.58,0.0100032
-4.1,-0.56,0.0100033
-4.1,-0.54,0.0100033
-4.1,-0.52,0.0100034
-4.1,-0.5,0.0100034
-4.1,-0.48,0.0100035
-4.1,-0.46,0.0100035
-4.1,-0.44,0.0100036
-4.1,-0.42,0.0100036
-4.1,-0.4,0.0100037
-4.1,-0.38,0.0100037
-4.1,-0.36,0.0100038
-4.1,-0.34,0.0100038
-4.1,-0.32,0.0100038
-4.1,-0.3,0.0100039
-4.1,-0.28,0.0100039
-4.1,-0.26,0.0100039
-4.1,-0.24,0.010004
-4.1,-0.22,0.010004
-4.1,-0.2,0.010004
-4.1,-0.18,0.010004
-4.1,-0.16,0.010004
-4.1,-0.14,0.0100041
-4.1,-0.12,0.0100041
-4.1,-0.1,0.0100041
-4.1,-0.08,0.0100041
-4.1,-0.06,0.0100041
-4.1,-0.04,0.0100041
-4.1,-0.02,0.0100041
-4.1,6.17562e-16,0.0100041
-4.1,0.02,0.0100041
-4.1,0.04,0.0100041
-4.1,0.06,0.0100041
-4.1,0.08,0.0100041
-4.1,0.1,0.0100041
-4.1,0.12,0.0100041
-4.1,0.14,0.0100041
-4.1,0.16,0.010004
-4.1,0.18,0.010004
-4.1,0.2,0.010004
-4.1,0.22,0.010004
-4.1,0.24,0.010004
-4.1,0.26,0.0100039
-4.1,0.28,0.0100039
-4.1,0.3,0.0100039
-4.1,0.32,0.0100038
-4.1,0.34,0.0100038
-4.1,0.36,0.0100038
-4.1,0.38,0.0100037
-4.1,0.4,0.0100037
-4.1,0.42,0.0100036
-4.1,0.44,0.0100036
-4.1,0.46,0.0100035
-4.1,0.48,0.0100035
-4.1,0.5,0.0100034
-4.1,0.52,0.0100034
-4.1,0.54,0.0100033
-4.1,0.56,0.0100033
-4.1,0.58,0.0100032
-4.1,0.6,0.0100032
-4.1,0.62,0.0100031
-4.1,0.64,0.010003
-4.1,0.66,0.010003
-4.1,0.68,0.0100029
-4.1,0.7,0.0100028
-4.1,0.72,0.0100028
-4.1,0.74,0.0100027
-4.1,0.76,0.0100026
-4.1,0.78,0.0100025
-4.1,0.8,0.0100025
-4.1,0.82,0.0100024
-4.1,0.84,0.0100023
-4.1,0.86,0.0100022
-4.1,0.88,0.0100021
-4.1,0.9,0.010002
-4.1,0.92,0.010002
-4.1,0.94,0.0100019
-4.1,0.96,0.0100018
-4.1,0.98,0.0100017
-4.1,1,0.0100016
-4,-1,0.0100019
-4,-0.98,0.0100021
-4,-0.96,0.0100022
-4,-0.94,0.0100023
-4,-0.92,0.0100024
-4,-0.9,0.0100025
-4,-0.88,0.0100026
-4,-0.86,0.0100027
-4,-0.84,0.0100028
-4,-0.82,0.0100029
-4,-0.8,0.010003
-4,-0.78,0.0100031
-4,-0.76,0.0100032
-4,-0.74,0.0100033
-4,-0.72,0.0100034
-4,-0.7,0.0100035
-4,-0.68,0.0100035
-4,-0.66,0.0100036
-4,-0.64,0.0100037
-4,-0.62,0.0100038
-4,-0.6,0.0100039
-4,-0.58,0.0100039
-4,-0.56,0.010004
-4,-0.54,0.0100041
-4,-0.52,0.0100041
-4,-0.5,0.0100042
-4,-0.48,0.0100043
-4,-0.46,0.0100043
-4,-0.44,0.0100044
-4,-0.42,0.0100044
-4,-0.4,0.0100045
-4,-0.38,0.0100046
-4,-0.36,0.0100046
-4,-0.34,0.0100046
-4,-0.32,0.0100047
-4,-0.3,0.0100047
-4,-0.28,0.0100048
-4,-0.26,0.0100048
-4,-0.24,0.0100048
-4,-0.22,0.0100049
-4,-0.2,0.0100049
-4,-0.18,0.0100049
-4,-0.16,0.0100049
-4,-0.14,0.010005
-4,-0.12,0.010005
-4,-0.1,0.010005
-4,-0.08,0.010005
-4,-0.06,0.010005
-4,-0.04,0.010005
-4,-0.02,0.010005
-4,6.17562e-16,0.010005
-4,0.02,0.010005
-4,0.04,0.010005
-4,0.06,0.010005
-4,0.08,0.010005
-4,0.1,0.010005
-4,0.12,0.010005
-4,0.14,0.010005
-4,0.16,0.0100049
-4,0.18,0.0100049
-4,0.2,0.0100049
-4,0.22,0.0100049
-4,0.24,0.0100048
-4,0.26,0.0100048
-4,0.28,0.0100048
-4,0.3,0.0100047
-4,0.32,0.0100047
-4,0.34,0.0100046
-4,0.36,0.0100046
-4,0.38,0.0100046
-4,0.4,0.0100045
-4,0.42,0.0100044
-4,0.44,0.0100044
-4,0.46,0.0100043
-4,0.48,0.0100043
-4,0.5,0.0100042
-4,0.52,0.0100041
-4,0.54,0.0100041
-4,0.56,0.010004
-4,0.58,0.0100039
-4,0.6,0.0100039
-4,0.62,0.0100038
-4,0.64,0.0100037
-4,0.66,0.0100036
-4,0.68,0.0100035
-4,0.7,0.0100035
-4,0.72,0.0100034
-4,0.74,0.0100033
-4,0.76,0.0100032
-4,0.78,0.0100031
-4,0.8,0.010003
-4,0.82,0.0100029
-4,0.84,0.0100028
-4,0.86,0.0100027
-4,0.88,0.0100026
-4,0.9,0.0100025
-4,0.92,0.0100024
-4,0.94,0.0100023
-4,0.96,0.0100022
-4,0.98,0.0100021
-4,1,0.0100019
-3.9,-1,0.0100024
-3.9,-0.98,0.0100025
-3.9,-0.96,0.0100027
-3.9,-0.94,0.0100028
-3.9,-0.92,0.0100029
-3.9,-0.9,0.010003
-3.9,-0.88,0.0100032
-3.9,-0.86,0.0100033
-3.9,-0.84,0.0100034
-3.9,-0.82,0.0100035
-3.9,-0.8,0.0100037
-3.9,-0.78,0.0100038
-3.9,-0.76,0.0100039
-3.9,-0.74,0.010004
-3.9,-0.72,0.0100041
-3.9,-0.7,0.0100042
-3.9,-0.68,0.0100043
-3.9,-0.66,0.0100044
-3.9,-0.64,0.0100045
-3.9,-0.62,0.0100046
-3.9,-0.6,0.0100047
-3.9,-0.58,0.0100048
-3.9,-0.56,0.0100049
-3.9,-0.54,0.010005
-3.9,-0.52,0.0100051
-3.9,-0.5,0.0100051
-3.9,-0.48,0.0100052
-3.9,-0.46,0.0100053
-3.9,-0.44,0.0100054
-3.9,-0.42,0.0100054
-3.9,-0.4,0.0100055
-3.9,-0.38,0.0100056
-3.9,-0.36,0.0100056
-3.9,-0.34,0.0100057
-3.9,-0.32,0.0100057
-3.9,-0.3,0.0100058
-3.9,-0.28,0.0100058
-3.9,-0.26,0.0100059
-3.9,-0.24,0.0100059
-3.9,-0.22,0.0100059
-3.9,-0.2,0.010006
-3.9,-0.18,0.010006
-3.9,-0.16,0.010006
-3.9,-0.14,0.0100061
-3.9,-0.12,0.0100061
-3.9,-0.1,0.0100061
-3.9,-0.08,0.0100061
-3.9,-0.06,0.0100061
-3.9,-0.04,0.0100061
-3.9,-0.02,0.0100061
-3.9,6.17562e-16,0.0100061
-3.9,0.02,0.0100061
-3.9,0.04,0.0100061
-3.9,0.06,0.0100061
-3.9,0.08,0.0100061
-3.9,0.1,0.0100061
-3.9,0.12,0.0100061
-3.9,0.14,0.0100061
-3.9,0.16,0.010006
-3.9,0.18,0.010006
-3.9,0.2,0.010006
-3.9,0.22,0.0100059
-3.9,0.24,0.0100059
-3.9,0.26,0.0100059
-3.9,0.28,0.0100058
-3.9,0.3,0.0100058
-3.9,0.32,0.0100057
-3.9,0.34,0.0100057
-3.9,0.36,0.0100056
-3.9,0.38,0.0100056
-3.9,0.4,0.0100055
-3.9,0.42,0.0100054
-3.9,0.44,0.0100054
-3.9,0.46,0.0100053
-3.9,0.48,0.0100052
-3.9,0.5,0.0100051
-3.9,0.52,0.0100051
-3.9,0.54,0.010005
-3.9,0.56,0.0100049
-3.9,0.58,0.0100048
-3.9,0.6,0.0100047
-3.9,0.62,0.0100046
-3.9,0.64,0.0100045
-3.9,0.66,0.0100044
-3.9,0.68,0.0100043
-3.9,0.7,0.0100042
-3.9,0.72,0.0100041
-3.9,0.74,0.010004
-3.9,0.76,0.0100039
-3.9,0.78,0.0100038
-3.9,0.8,0.0100037
-3.9,0.82,0.0100035
-3.9,0.84,0.0100034
-3.9,0.86,0.0100033
-3.9,0.88,0.0100032
-3.9,0.9,0.010003
-3.9,0.92,0.0100029
-3.9,0.94,0.0100028
-3.9,0.96,0.0100027
-3.9,0.98,0.0100025
-3.9,1,0.0100024
-3.8,-1,0.0100029
-3.8,-0.98,0.0100031
-3.8,-0.96,0.0100032
-3.8,-0.94,0.0100034
-3.8,-0.92,0.0100036
-3.8,-0.9,0.0100037
-3.8,-0.88,0.0100039
-3.8,-0.86,0.010004
-3.8,-0.84,0.0100042
-3.8,-0.82,0.0100043
-3.8,-0.8,0.0100045
-3.8,-0.78,0.0100046
-3.8,-0.76,0.0100048
-3.8,-0.74,0.0100049
-3.8,-0.72,0.010005
-3.8,-0.7,0.0100052
-3.8,-0.68,0.0100053
-3.8,-0.66,0.0100054
-3.8,-0.64,0.0100055
-3.8,-0.62,0.0100056
-3.8,-0.6,0.0100058
-3.8,-0.58,0.0100059
-3.8,-0.56,0.010006
-3.8,-0.54,0.0100061
-3.8,-0.52,0.0100062
-3.8,-0.5,0.0100063
-3.8,-0.48,0.0100064
-3.8,-0.46,0.0100065
-3.8,-0.44,0.0100066
-3.8,-0.42,0.0100066
-3.8,-0.4,0.0100067
-3.8,-0.38,0.0100068
-3.8,-0.36,0.0100069
-3.8,-0.34,0.0100069
-3.8,-0.32,0.010007
-3.8,-0.3,0.0100071
-3.8,-0.28,0.0100071
-3.8,-0.26,0.0100072
-3.8,-0.24,0.0100072
-3.8,-0.22,0.0100073
-3.8,-0.2,0.0100073
-3.8,-0.18,0.0100073
-3.8,-0.16,0.0100074
-3.8,-0.14,0.0100074
-3.8,-0.12,0.0100074
-3.8,-0.1,0.0100075
-3.8,-0.08,0.0100075
-3.8,-0.06,0.0100075
-3.8,-0.04,0.0100075
-3.8,-0.02,0.0100075
-3.8,6.17562e-16,0.0100075
-3.8,0.02,0.0100075
-3.8,0.04,0.0100075
-3.8,0.06,0.0100075
-3.8,0.08,0.0100075
-3.8,0.1,0.0100075
-3.8,0.12,0.0100074
-3.8,0.14,0.0100074
-3.8,0.16,0.0100074
-3.8,0.18,0.0100073
-3.8,0.2,0.0100073
-3.8,0.22,0.0100073
-3.8,0.24,0.0100072
-3.8,0.26,0.0100072
-3.8,0.28,0.0100071
-3.8,0.3,0.0100071
-3.8,0.32,0.010007
-3.8,0.34,0.0100069
-3.8,0.36,0.0100069
-3.8,0.38,0.0100068
-3.8,0.4,0.0100067
-3.8,0.42,0.0100066
-3.8,0.44,0.0100066
-3.8,0.46,0.0100065
-3.8,0.48,0.0100064
-3.8,0.5,0.0100063
-3.8,0.52,0.0100062
-3.8,0.54,0.0100061
-3.8,0.56,0.010006
-3.8,0.58,0.0100059
-3.8,0.6,0.0100058
-3.8,0.62,0.0100056
-3.8,0.64,0.0100055
-3.8,0.66,0.0100054
-3.8,0.68,0.0100053
-3.8,0.7,0.0100052
-3.8,0.72,0.010005
-3.8,0.74,0.0100049
-3.8,0.76,0.0100048
-3.8,0.78,0.0100046
-3.8,0.8,0.0100045
-3.8,0.82,0.0100043
-3.8,0.84,0.0100042
-3.8,0.86,0.010004
-3.8,0.88,0.0100039
-3.8,0.9,0.0100037
-3.8,0.92,0.0100036
-3.8,0.94,0.0100034
-3.8,0.96,0.0100032
-3.8,0.98,0.0100031
-3.8,1,0.0100029
-3.7,-1,0.0100035
-3.7,-0.98,0.0100038
-3.7,-0.96,0.010004
-3.7,-0.94,0.0100042
-3.7,-0.92,0.0100043
-3.7,-0.9,0.0100045
-3.7,-0.88,0.0100047
-3.7,-0.86,0.0100049
-3.7,-0.84,0.0100051
-3.7,-0.82,0.0100053
-3.7,-0.8,0.0100055
-3.7,-0.78,0.0100056
-3.7,-0.76,0.0100058
-3.7,-0.74,0.010006
-3.7,-0.72,0.0100061
-3.7,-0.7,0.0100063
-3.7,-0.68,0.0100064
-3.7,-0.66,0.0100066
-3.7,-0.64,0.0100067
-3.7,-0.62,0.0100069
-3.7,-0.6,0.010007
-3.7,-0.58,0.0100072
-3.7,-0.56,0.0100073
-3.7,-0.54,0.0100074
-3.7,-0.52,0.0100076
-3.7,-0.5,0.0100077
-3.7,-0.48,0.0100078
-3.7,-0.46,0.0100079
-3.7,-0.44,0.010008
-3.7,-0.42,0.0100081
-3.7,-0.4,0.0100082
-3.7,-0.38,0.0100083
-3.7,-0.36,0.0100084
-3.7,-0.34,0.0100085
-3.7,-0.32,0.0100085
-3.7,-0.3,0.0100086
-3.7,-0.28,0.0100087
-3.7,-0.26,0.0100088
-3.7,-0.24,0.0100088
-3.7,-0.22,0.0100089
-3.7,-0.2,0.0100089
-3.7,-0.18,0.010009
-3.7,-0.16,0.010009
-3.7,-0.14,0.0100091
-3.7,-0.12,0.0100091
-3.7,-0.1,0.0100091
-3.7,-0.08,0.0100091
-3.7,-0.06,0.0100091
-3.7,-0.04,0.0100092
-3.7,-0.02,0.0100092
-3.7,6.17562e-16,0.0100092
-3.7,0.02,0.0100092
-3.7,0.04,0.0100092
-3.7,0.06,0.0100091
-3.7,0.08,0.0100091
-3.7,0.1,0.0100091
-3.7,0.12,0.0100091
-3.7,0.14,0.0100091
-3.7,0.16,0.010009
-3.7,0.18,0.010009
-3.7,0.2,0.0100089
-3.7,0.22,0.0100089
-3.7,0.24,0.0100088
-3.7,0.26,0.0100088
-3.7,0.28,0.0100087
-3.7,0.3,0.0100086
-3.7,0.32,0.0100085
-3.7,0.34,0.0100085
-3.7,0.36,0.0100084
-3.7,0.38,0.0100083
-3.7,0.4,0.0100082
-3.7,0.42,0.0100081
-3.7,0.44,0.010008
-3.7,0.46,0.0100079
-3.7,0.48,0.0100078
-3.7,0.5,0.0100077
-3.7,0.52,0.0100076
-3.7,0.54,0.0100074
-3.7,0.56,0.0100073
-3.7,0.58,0.0100072
-3.7,0.6,0.010007
-3.7,0.62,0.0100069
-3.7,0.64,0.0100067
-3.7,0.66,0.0100066
-3.7,0.68,0.0100064
-3.7,0.7,0.0100063
-3.7,0.72,0.0100061
-3.7,0.74,0.010006
-3.7,0.76,0.0100058
-3.7,0.78,0.0100056
-3.7,0.8,0.0100055
-3.7,0.82,0.0100053
-3.7,0.84,0.0100051
-3.7,0.86,0.0100049
-3.7,0.88,0.0100047
-3.7,0.9,0.0100045
-3.7,0.92,0.0100043
-3.7,0.94,0.0100042
-3.7,0.96,0.010004
-3.7,0.98,0.0100038
-3.7,1,0.0100035
-3.6,-1,0.0100043
-3.6,-0.98,0.0100046
-3.6,-0.96,0.0100048
-3.6,-0.94,0.0100051
-3.6,-0.92,0.0100053
-3.6,-0.9,0.0100055
-3.6,-0.88,0.0100058
-3.6,-0.86,0.010006
-3.6,-0.84,0.0100062
-3.6,-0.82,0.0100065
-3.6,-0.8,0.0100067
-3.6,-0.78,0.0100069
-3.6,-0.76,0.0100071
-3.6,-0.74,0.0100073
-3.6,-0.72,0.0100075
-3.6,-0.7,0.0100077
-3.6,-0.68,0.0100079
-3.6,-0.66,0.0100081
-3.6,-0.64,0.0100082
-3.6,-0.62,0.0100084
-3.6,-0.6,0.0100086
-3.6,-0.58,0.0100088
-3.6,-0.56,0.0100089
-3.6,-0.54,0.0100091
-3.6,-0.52,0.0100092
-3.6,-0.5,0.0100094
-3.6,-0.48,0.0100095
-3.6,-0.46,0.0100096
-3.6,-0.44,0.0100098
-3.6,-0.42,0.0100099
-3.6,-0.4,0.01001
-3.6,-0.38,0.0100101
-3.6,-0.36,0.0100102
-3.6,-0.34,0.0100103
-3.6,-0.32,0.0100104
-3.6,-0.3,0.0100105
-3.6,-0.28,0.0100106
-3.6,-0.26,0.0100107
-3.6,-0.24,0.0100108
-3.6,-0.22,0.0100108
-3.6,-0.2,0.0100109
-3.6,-0.18,0.010011
-3.6,-0.16,0.010011
-3.6,-0.14,0.0100111
-3.6,-0.12,0.0100111
-3.6,-0.1,0.0100111
-3.6,-0.08,0.0100112
-3.6,-0.06,0.0100112
-3.6,-0.04,0.0100112
-3.6,-0.02,0.0100112
-3.6,6.17562e-16,0.0100112
-3.6,0.02,0.0100112
-3.6,0.04,0.0100112
-3.6,0.06,0.0100112
-3.6,0.08,0.0100112
-3.6,0.1,0.0100111
-3.6,0.12,0.0100111
-3.6,0.14,0.0100111
-3.6,0.16,0.010011
-3.6,0.18,0.010011
-3.6,0.2,0.0100109
-3.6,0.22,0.0100108
-3.6,0.24,0.0100108
-3.6,0.26,0.0100107
-3.6,0.28,0.0100106
-3.6,0.3,0.0100105
-3.6,0.32,0.0100104
-3.6,0.34,0.0100103
-3.6,0.36,0.0100102
-3.6,0.38,0.0100101
-3.6,0.4,0.01001
-3.6,0.42,0.0100099
-3.6,0.44,0.0100098
-3.6,0.46,0.0100096
-3.6,0.48,0.0100095
-3.6,0.5,0.0100094
-3.6,0.52,0.0100092
-3.6,0.54,0.0100091
-3.6,0.56,0.0100089
-3.6,0.58,0.0100088
-3.6,0.6,0.0100086
-3.6,0.62,0.0100084
-3.6,0.64,0.0100082
-3.6,0.66,0.0100081
-3.6,0.68,0.0100079
-3.6,0.7,0.0100077
-3.6,0.72,0.0100075
-3.6,0.74,0.0100073
-3.6,0.76,0.0100071
-3.6,0.78,0.0100069
-3.6,0.8,0.0100067
-3.6,0.82,0.0100065
-3.6,0.84,0.0100062
-3.6,0.86,0.010006
-3.6,0.88,0.0100058
-3.6,0.9,0.0100055
-3.6,0.92,0.0100053
-3.6,0.94,0.0100051
-3.6,0.96,0.0100048
-3.6,0.98,0.0100046
-3.6,1,0.0100043
-3.5,-1,0.0100053
-3.5,-0.98,0.0100056
-3.5,-0.96,0.0100059
-3.5,-0.94,0.0100062
-3.5,-0.92,0.0100065
-3.5,-0.9,0.0100068
-3.5,-0.88,0.0100071
-3.5,-0.86,0.0100073
-3.5,-0.84,0.0100076
-3.5,-0.82,0.0100079
-3.5,-0.8,0.0100081
-3.5,-0.78,0.0100084
-3.5,-0.76,0.0100087
-3.5,-0.74,0.0100089
-3.5,-0.72,0.0100091
-3.5,-0.7,0.0100094
-3.5,-0.68,0.0100096
-3.5,-0.66,0.0100098
-3.5,-0.64,0.0100101
-3.5,-0.62,0.0100103
-3.5,-0.6,0.0100105
-3.5,-0.58,0.0100107
-3.5,-0.56,0.0100109
-3.5,-0.54,0.0100111
-3.5,-0.52,0.0100113
-3.5,-0.5,0.0100114
-3.5,-0.48,0.0100116
-3.5,-0.46,0.0100118
-3.5,-0.44,0.0100119
-3.5,-0.42,0.0100121
-3.5,-0.4,0.0100122
-3.5,-0.38,0.0100124
-3.5,-0.36,0.0100125
-3.5,-0.34,0.0100126
-3.5,-0.32,0.0100128
-3.5,-0.3,0.0100129
-3.5,-0.28,0.010013
-3.5,-0.26,0.0100131
-3.5,-0.24,0.0100132
-3.5,-0.22,0.0100132
-3.5,-0.2,0.0100133
-3.5,-0.18,0.0100134
-3.5,-0.16,0.0100134
-3.5,-0.14,0.0100135
-3.5,-0.12,0.0100135
-3.5,-0.1,0.0100136
-3.5,-0.08,0.0100136
-3.5,-0.06,0.0100136
-3.5,-0.04,0.0100137
-3.5,-0.02,0.0100137
-3.5,6.17562e-16,0.0100137
-3.5,0.02,0.0100137
-3.5,0.04,0.0100137
-3.5,0.06,0.0100136
-3.5,0.08,0.0100136
-3.5,0.1,0.0100136
-3.5,0.12,0.0100135
-3.5,0.14,0.0100135
-3.5,0.16,0.0100134
-3.5,0.18,0.0100134
-3.5,0.2,0.0100133
-3.5,0.22,0.0100132
-3.5,0.24,0.0100132
-3.5,0.26,0.0100131
-3.5,0.28,0.010013
-3.5,0.3,0.0100129
-3.5,0.32,0.0100128
-3.5,0.34,0.0100126
-3.5,0.36,0.0100125
-3.5,0.38,0.0100124
-3.5,0.4,0.0100122
-3.5,0.42,0.0100121
-3.5,0.44,0.0100119
-3.5,0.46,0.0100118
-3.5,0.48,0.0100116
-3.5,0.5,0.0100114
-3.5,0.52,0.0100113
-3.5,0.54,0.0100111
-3.5,0.56,0.0100109
-3.5,0.58,0.0100107
-3.5,0.6,0.0100105
-3.5,0.62,0.0100103
-3.5,0.64,0.0100101
-3.5,0.66,0.0100098
-3.5,0.68,0.0100096
-3.5,0.7,0.0100094
-3.5,0.72,0.0100091
-3.5,0.74,0.0100089
-3.5,0.76,0.0100087
-3.5,0.78,0.0100084
-3.5,0.8,0.0100081
-3.5,0.82,0.0100079
-3.5,0.84,0.0100076
-3.5,0.86,0.0100073
-3.5,0.88,0.0100071
-3.5,0.9,0.0100068
-3.5,0.92,0.0100065
-3.5,0.94,0.0100062
-3.5,0.96,0.0100059
-3.5,0.98,0.0100056
-3.5,1,0.0100053
-3.4,-1,0.0100065
-3.4,-0.98,0.0100068
-3.4,-0.96,0.0100072
-3.4,-0.94,0.0100076
-3.4,-0.92,0.0100079
-3.4,-0.9,0.0100083
-3.4,-0.88,0.0100086
-3.4,-0.86,0.010009
-3.4,-0.84,0.0100093
-3.4,-0.82,0.0100096
-3.4,-0.8,0.0100099
-3.4,-0.78,0.0100103
-3.4,-0.76,0.0100106
-3.4,-0.74,0.0100109
-3.4,-0.72,0.0100112
-3.4,-0.7,0.0100115
-3.4,-0.68,0.0100117
-3.4,-0.66,0.010012
-3.4,-0.64,0.0100123
-3.4,-0.62,0.0100126
-3.4,-0.6,0.0100128
-3.4,-0.58,0.0100131
-3.4,-0.56,0.0100133
-3.4,-0.54,0.0100135
-3.4,-0.52,0.0100138
-3.4,-0.5,0.010014
-3.4,-0.48,0.0100142
-3.4,-0.46,0.0100144
-3.4,-0.44,0.0100146
-3.4,-0.42,0.0100148
-3.4,-0.4,0.0100149
-3.4,-0.38,0.0100151
-3.4,-0.36,0.0100153
-3.4,-0.34,0.0100154
-3.4,-0.32,0.0100156
-3.4,-0.3,0.0100157
-3.4,-0.28,0.0100158
-3.4,-0.26,0.010016
-3.4,-0.24,0.0100161
-3.4,-0.22,0.0100162
-3.4,-0.2,0.0100163
-3.4,-0.18,0.0100164
-3.4,-0.16,0.0100164
-3.4,-0.14,0.0100165
-3.4,-0.12,0.0100166
-3.4,-0.1,0.0100166
-3.4,-0.08,0.0100166
-3.4,-0.06,0.0100167
-3.4,-0.04,0.0100167
-3.4,-0.02,0.0100167
-3.4,6.17562e-16,0.0100167
-3.4,0.02,0.0100167
-3.4,0.04,0.0100167
-3.4,0.06,0.0100167
-3.4,0.08,0.0100166
-3.4,0.1,0.0100166
-3.4,0.12,0.0100166
-3.4,0.14,0.0100165
-3.4,0.16,0.0100164
-3.4,0.18,0.0100164
-3.4,0.2,0.0100163
-3.4,0.22,0.0100162
-3.4,0.24,0.0100161
-3.4,0.26,0.010016
-3.4,0.28,0.0100158
-3.4,0.3,0.0100157
-3.4,0.32,0.0100156
-3.4,0.34,0.0100154
-3.4,0.36,0.0100153
-3.4,0.38,0.0100151
-3.4,0.4,0.0100149
-3.4,0.42,0.0100148
-3.4,0.44,0.0100146
-3.4,0.46,0.0100144
-3.4,0.48,0.0100142
-3.4,0.5,0.010014
-3.4,0.52,0.0100138
-3.4,0.54,0.0100135
-3.4,0.56,0.0100133
-3.4,0.58,0.0100131
-3.4,0.6,0.0100128
-3.4,0.62,0.0100126
-3.4,0.64,0.0100123
-3.4,0.66,0.010012
-3.4,0.68,0.0100117
-3.4,0.7,0.0100115
-3.4,0.72,0.0100112
-3.4,0.74,0.0100109
-3.4,0.76,0.0100106
-3.4,0.78,0.0100103
-3.4,0.8,0.0100099
-3.4,0.82,0.0100096
-3.4,0.84,0.0100093
-3.4,0.86,0.010009
-3.4,0.88,0.0100086
-3.4,0.9,0.0100083
-3.4,0.92,0.0100079
-3.4,0.94,0.0100076
-3.4,0.96,0.0100072
-3.4,0.98,0.0100068
-3.4,1,0.0100065
-3.3,-1,0.0100079
-3.3,-0.98,0.0100083
-3.3,-0.96,0.0100088
-3.3,-0.94,0.0100092
-3.3,-0.92,0.0100097
-3.3,-0.9,0.0100101
-3.3,-0.88,0.0100105
-3.3,-0.86,0.0100109
-3.3,-0.84,0.0100113
-3.3,-0.82,0.0100117
-3.3,-0.8,0.0100121
-3.3,-0.78,0.0100125
-3.3,-0.76,0.0100129
-3.3,-0.74,0.0100133
-3.3,-0.72,0.0100136
-3.3,-0.7,0.010014
-3.3,-0.68,0.0100143
-3.3,-0.66,0.0100147
-3.3,-0.64,0.010015
-3.3,-0.62,0.0100153
-3.3,-0.6,0.0100156
-3.3,-0.58,0.010016
-3.3,-0.56,0.0100162
-3.3,-0.54,0.0100165
-3.3,-0.52,0.0100168
-3.3,-0.5,0.0100171
-3.3,-0.48,0.0100173
-3.3,-0.46,0.0100176
-3.3,-0.44,0.0100178
-3.3,-0.42,0.010018
-3.3,-0.4,0.0100183
-3.3,-0.38,0.0100185
-3.3,-0.36,0.0100187
-3.3,-0.34,0.0100188
-3.3,-0.32,0.010019
-3.3,-0.3,0.0100192
-3.3,-0.28,0.0100193
-3.3,-0.26,0.0100195
-3.3,-0.24,0.0100196
-3.3,-0.22,0.0100198
-3.3,-0.2,0.0100199
-3.3,-0.18,0.01002
-3.3,-0.16,0.0100201
-3.3,-0.14,0.0100201
-3.3,-0.12,0.0100202
-3.3,-0.1,0.0100203
-3.3,-0.08,0.0100203
-3.3,-0.06,0.0100204
-3.3,-0.04,0.0100204
-3.3,-0.02,0.0100204
-3.3,6.17562e-16,0.0100204
-3.3,0.02,0.0100204
-3.3,0.04,0.0100204
-3.3,0.06,0.0100204
-3.3,0.08,0.0100203
-3.3,0.1,0.0100203
-3.3,0.12,0.0100202
-3.3,0.14,0.0100201
-3.3,0.16,0.0100201
-3.3,0.18,0.01002
-3.3,0.2,0.0100199
-3.3,0.22,0.0100198
-3.3,0.24,0.0100196
-3.3,0.26,0.0100195
-3.3,0.28,0.0100193
-3.3,0.3,0.0100192
-3.3,0.32,0.010019
-3.3,0.34,0.0100188
-3.3,0.36,0.0100187
-3.3,0.38,0.0100185
-3.3,0.4,0.0100183
-3.3,0.42,0.010018
-3.3,0.44,0.0100178
-3.3,0.46,0.0100176
-3.3,0.48,0.0100173
-3.3,0.5,0.0100171
-3.3,0.52,0.0100168
-3.3,0.54,0.0100165
-3.3,0.56,0.0100162
-3.3,0.58,0.010016
-3.3,0.6,0.0100156
-3.3,0.62,0.0100153
-3.3,0.64,0.010015
-3.3,0.66,0.0100147
-3.3,0.68,0.0100143
-3.3,0.7,0.010014
-3.3,0.72,0.0100136
-3.3,0.74,0.0100133
-3.3,0.76,0.0100129
-3.3,0.78,0.0100125
-3.3,0.8,0.0100121
-3.3,0.82,0.0100117
-3.3,0.84,0.0100113
-3.3,0.86,0.0100109
-3.3,0.88,0.0100105
-3.3,0.9,0.0100101
-3.3,0.92,0.0100097
-3.3,0.94,0.0100092
-3.3,0.96,0.0100088
-3.3,0.98,0.0100083
-3.3,1,0.0100079
-3.2,-1,0.0100096
-3.2,-0.98,0.0100102
-3.2,-0.96,0.0100107
-3.2,-0.94,0.0100113
-3.2,-0.92,0.0100118
-3.2,-0.9,0.0100123
-3.2,-0.88,0.0100128
-3.2,-0.86,0.0100134
-3.2,-0.84,0.0100139
-3.2,-0.82,0.0100143
-3.2,-0.8,0.0100148
-3.2,-0.78,0.0100153
-3.2,-0.76,0.0100158
-3.2,-0.74,0.0100162
-3.2,-0.72,0.0100167
-3.2,-0.7,0.0100171
-3.2,-0.68,0.0100175
-3.2,-0.66,0.0100179
-3.2,-0.64,0.0100183
-3.2,-0.62,0.0100187
-3.2,-0.6,0.0100191
-3.2,-0.58,0.0100195
-3.2,-0.56,0.0100198
